,Product Name,Prices,Description,Review
23,SAMSUNG 7 kg Fully Automatic Front Load Washing Machine with In-built Heater Black,"₹34,390","1200 rpm Max Speed5 Star RatingFor all Fully Automatic Washing Machines with Digital Inverter Motors, sold on or after 1st Dec 2022 (All Fully Automatic Front Load Washing Machine and Top Load Washing Machine) the Warranty period on the Digital Inverter Motor shall be revised from 10 years to 20 years and Comprehensive Product Warranty shall be revised from 3 years to 2 years.",4.3
24,realme TechLife 7 kg 5 Star Power Clean Fully Automatic Front Load Washing Machine with In-built Heate...,"₹21,490",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from realme TechLife,4.1
25,realme TechLife 7 kg 5 Star Power Clean Fully Automatic Front Load Washing Machine with In-built Heate...,"₹20,990",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from realme TechLife,4.1
26,"Voltas Beko 7 kg Semi Automatic Top Load Washing Machine Maroon, White","₹8,679",1350 RPM Max Speed5 Star Rating2 YEARS COMPREHENSIVE WARRENTY AND ADDITIONAL 3 YEARS WARRENTY ON BOTH MOTORS.,4.3
27,"BOSCH 7 kg AntiTangle,AntiVibration,1200RPM Fully Automatic Front Load Washing Machine with In-built H...","₹31,490","1200 RPM Max Speed5 Star Rating2 Years Comprehensive on Product , 12 Years on Motor",4.4
28,"Thomson 7.5 kg Semi Automatic Top Load Washing Machine Black, Grey","₹7,990",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 5 Years Warranty on Motor,4
29,ONIDA 6.5 kg 5 Star Fully Automatic Top Load Washing Machine Black,"₹12,490",700 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Wash Motor from Onida,4.2
30,"Whirlpool 7 kg Magic Clean 5 Star Semi Automatic Top Load Washing Machine Black, Grey","₹10,240",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor,4.3
31,Motorola 10.5 kg 5 Star Smart Wi-Fi Enabled Inverter Technology Fully Automatic Front Load with In-bui...,"₹27,990",1400 rpm Max Speed5 Star Rating2 Years Comprehensive and 10 Years on Motor From Motorola,4.1
32,"MarQ by Flipkart 6.5 kg 5 Star rating Semi Automatic Top Load Washing Machine Grey, White","₹7,190",1350 rpm Max Speed5 Star Rating2 Years Comprehensive and 5 Years on Wash Motor from MarQ by Flipkart,4.3
33,"MarQ by Flipkart 9 kg 5 Star Semi Automatic Top Load Washing Machine White, Grey","₹10,290",1400 rpm Max Speed5 Star Rating2 Years Comprehensive and 5 Years on Wash Motor from MarQ by Flipkart,4.3
34,"Whirlpool 7.5 kg Magic Clean 5 Star Semi Automatic Top Load Washing Machine Black, Grey","₹11,490",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor,4.3
35,realme TechLife 6 kg 5 Star Power Clean Fully Automatic Front Load Washing Machine with In-built Heate...,"₹18,990",1000 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from realme TechLife,4.1
36,"Voltas Beko 14 kg Semi Automatic Top Load Washing Machine Grey, White","₹14,430",1300 rpm Max Speed5 Star Rating2 Years Warranty on Product and 5 Years only Motor Warranty,4
37,"Voltas Beko 14 kg Semi Automatic Top Load Washing Machine Grey, White","₹14,950","1350 RPM Max Speed5 Star Rating2 Years Comprehensive Warranty on Product, 5 Years Spin Motor Warranty and 10 Years Motor Warranty",4
38,"Thomson 7.5 kg Semi Automatic Top Load Washing Machine Black, Grey","₹8,490",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 5 Years Warranty on Motor,4.4
39,ONIDA 8 kg 5 Star With Hexa Crystal Drum Technology Fully Automatic Top Load Washing Machine Black,"₹15,490",700 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor from Onida,4.1
40,MOTOROLA 10.5 kg Smart Wi-Fi Enabled Steam Wash Inverter Technology Fully Automatic Front Load Washing...,"₹28,990",1400 rpm Max Speed5 Star Rating2 Years Comprehensive and 10 Years on Motor From Motorola,4.3
41,"IFB 8 kg 5 Star 3D Wash System, Triadic Pulsator, Smart Sense 4 years Comprehensive Warranty? Fully Au...","₹23,990","720 rpm Max Speed5 Star Rating4 Years Comprehensive Warranty, 10 Years Motor Warranty, 10 Years Warranty Spares Support",4.3
42,SAMSUNG 10 kg WiFi Enabled Inverter 5 Star with Ecobubble Technology Fully Automatic Top Load Washing ...,"₹26,500",700 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on the Product and 20 Years Warranty on the DIT Motor,4.2
43,Haier 8 Kg 5 Star Anti-Bacterial Vortex Pulsator Semi Automatic Top Load Washing Machine Multicolor,"₹11,690","1300 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product, 5 Years Warranty on Wash & Spin Motor from Haier",4.4
44,"STARSHINE 7.8 kg Semi Automatic Top Load Washing Machine White, Purple","₹9,134","1350 RPM Max Speed5 Star Rating1 year warranty on product, 5 year on wash motor",4.1
45,IFB 8 kg 5 Star 9 Swirl AI Powered with Wi-Fi 4 years Comprehensive Warranty with 2x Power Steam Fully...,"₹47,490","1400 rpm Max Speed5 Star Rating4 Years Comprehensive Warranty on Product, 10 Years Warranty on Motor and 10 Years Spares Support",4.3
46,"IFB 7 kg Fully Automatic Top Load Washing Machine with In-built Heater Black, Grey","₹21,428","720 RPM Max Speed5 Star Rating4 Years Super Warranty, 10 Years Spare Parts Support, 10 Years Motor Warranty",5
47,Godrej 7 kg 5 Star with Turbo 6 Pulsator Washing Machine Fully Automatic Top Load Grey,"₹14,490",720 rpm Max Speed5 Star Rating2 Years on Product and 10 Years on Motor from Godrej,4.5
48,IFB 9 kg Fully Automatic Front Load Washing Machine with In-built Heater Brown,"₹43,900","1400 rpm Max Speed5 Star Rating4 Years Warranty on Product, 10 Years Warranty on Spare Parts Support and 10 Years Warranty on Motor",4.1
49,LG 9 kg AI Direct Drive Technology Fully Automatic Front Load Washing Machine Silver,"₹44,990",1400 RPM Max Speed5 Star Rating2 y Manufacturer Warranty,4.1
50,realme TechLife 7 kg 5 Star Power Clean Fully Automatic Front Load Washing Machine with In-built Heate...,"₹21,490",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from realme TechLife,4.1
51,realme TechLife 7 kg 5 Star Power Clean Fully Automatic Front Load Washing Machine with In-built Heate...,"₹20,990",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from realme TechLife,4.3
52,SAMSUNG 7 kg Fully Automatic Front Load Washing Machine Black,"₹37,990","1200 RPM Max Speed5 Star RatingFor all Fully Automatic Washing Machines with Digital Inverter Motors, sold on or after 1st Dec 2022 (All Fully Automatic Front Load Washing Machine and Top Load Washing Machine) the Warranty period on the Digital Inverter Motor shall be revised from 10 years to 20 years and Comprehensive Product Warranty shall be revised from 3 years to 2 years.",4.4
53,SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black,"₹49,770",1400 RPM Max Speed3 Years Warranty on Product and 10 Years Warranty on Motor from Samsung,4.4
54,Motorola 10.5 kg 5 Star Smart Wi-Fi Enabled Inverter Technology Fully Automatic Front Load with In-bui...,"₹27,990",1400 rpm Max Speed5 Star Rating2 Years Comprehensive and 10 Years on Motor From Motorola,5
55,"Whirlpool 7.5 kg Magic Clean 5 Star Semi Automatic Top Load Washing Machine Black, Grey","₹11,490",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor,3.4
56,BOSCH 8 kg 1400RPM Fully Automatic Front Load Washing Machine Silver,"₹39,430",1400 RPM Max Speed5 Star Rating2 Years Comprehensive Warranty and 12 Years on Motor from Bosch,4.3
57,LG 9 kg Fully Automatic Front Load Washing Machine with In-built Heater Black,"₹45,990",1400 RPM Max Speed5 Star Rating1 Years Comprehensive and 10 Years on Motor From LG,4.6
58,LG 8 kg AI Direct Drive Technology Fully Automatic Front Load Washing Machine with In-built Heater Bla...,"₹42,990",1200 RPM Max Speed5 Star Rating2 Years Warranty on Product and 10 Years on Motor,4.4
59,SAMSUNG 16 kg Fully Automatic Top Load Washing Machine Black,"₹47,000","700 rpm Max Speed5 Star RatingFor all Fully Automatic Washing Machines with Digital Inverter Motors, sold on or after 1st Dec 2022 (All Fully Automatic Front Load Washing Machine and Top Load Washing Machine) the Warranty period on the Digital Inverter Motor shall be revised from 10 years to 20 years and Comprehensive Product Warranty shall be revised from 3 years to 2 years.",4.1
60,"Whirlpool 7 kg Magic Clean 5 Star Semi Automatic Top Load Washing Machine Black, Grey","₹10,240",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor,4.5
61,"LG 8 kg Semi Automatic Top Load Washing Machine Grey, White","₹15,869",1350 RPM Max Speed5 Star Rating2 Years Comprehensive and 5 Years on Motor From LG,4.4
62,TOSHIBA 9 kg Fully Automatic Front Load Washing Machine with In-built Heater Silver,"₹45,990",1400 rpm Max Speed5 Star Rating2 Years Warranty on Product and 10 Years on Motor,4.4
63,LG 12 kg with Steam and Smart Diagnosis Fully Automatic Top Load Washing Machine with In-built Heater ...,"₹47,490",700 rpm Max Speed2 Years Comprehensive and 10 Years on Motor from LG,4.1
64,realme TechLife 6 kg 5 Star Power Clean Fully Automatic Front Load Washing Machine with In-built Heate...,"₹18,990",1000 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from realme TechLife,4.3
65,"LG 7 kg Semi Automatic Top Load Washing Machine White, Blue","₹13,589",1350 RPM Max Speed5 Star Rating2 Years Comprehensive and 5 Years on Motor From LG,5
66,"SAMSUNG 9 kg 5 Star, Eco Bubble Technology with Super Speed, AI Control , Wi-Fi, Digital Inverter Moto...","₹44,000","1400 rpm Max Speed5 Star RatingFor all Fully Automatic Washing Machines with Digital Inverter Motors, sold on or after 1st Dec 2022 (All Fully Automatic Front Load Washing Machine and Top Load Washing Machine) the Warranty period on the Digital Inverter Motor shall be revised from 10 years to 20 years and Comprehensive Product Warranty shall be revised from 3 years to 2 years.",4.5
67,LG 8 kg Fully Automatic Front Load Washing Machine Black,"₹37,599",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty and 10 Years on Motor From LG,4.1
68,SAMSUNG 7 kg Fully Automatic Front Load Washing Machine Black,"₹43,000","1200 rpm Max Speed5 Star RatingFor all Fully Automatic Washing Machines with Digital Inverter Motors, sold on or after 1st Dec 2022 (All Fully Automatic Front Load Washing Machine and Top Load Washing Machine) the Warranty period on the Digital Inverter Motor shall be revised from 10 years to 20 years and Comprehensive Product Warranty shall be revised from 3 years to 2 years.",4.1
69,Panasonic 7 kg Fully Automatic Front Load Washing Machine with In-built Heater Silver,"₹45,000",1400 RPM Max Speed5 Star Rating2 Years On Product and 10 Years on Motor,4.1
70,MOTOROLA 10.5 kg Smart Wi-Fi Enabled Steam Wash Inverter Technology Fully Automatic Front Load Washing...,"₹28,990",1400 rpm Max Speed5 Star Rating2 Years Comprehensive and 10 Years on Motor From Motorola,4.3
71,"IFB 8 kg 5 Star 3D Wash System, Triadic Pulsator, Smart Sense 4 years Comprehensive Warranty? Fully Au...","₹23,990","720 rpm Max Speed5 Star Rating4 Years Comprehensive Warranty, 10 Years Motor Warranty, 10 Years Warranty Spares Support",4.4
72,IFB 9 kg Fully Automatic Front Load Washing Machine with In-built Heater Brown,"₹43,900","1400 rpm Max Speed5 Star Rating4 Years Warranty on Product, 10 Years Warranty on Spare Parts Support and 10 Years Warranty on Motor",4.4
73,LG 9 kg AI Direct Drive Technology Fully Automatic Front Load Washing Machine Silver,"₹44,990",1400 RPM Max Speed5 Star Rating2 y Manufacturer Warranty,5
74,realme TechLife 7 kg 5 Star Power Clean Fully Automatic Front Load Washing Machine with In-built Heate...,"₹21,490",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from realme TechLife,3.4
75,realme TechLife 7 kg 5 Star Power Clean Fully Automatic Front Load Washing Machine with In-built Heate...,"₹20,990",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from realme TechLife,4.3
76,SAMSUNG 7 kg Fully Automatic Front Load Washing Machine Black,"₹37,990","1200 RPM Max Speed5 Star RatingFor all Fully Automatic Washing Machines with Digital Inverter Motors, sold on or after 1st Dec 2022 (All Fully Automatic Front Load Washing Machine and Top Load Washing Machine) the Warranty period on the Digital Inverter Motor shall be revised from 10 years to 20 years and Comprehensive Product Warranty shall be revised from 3 years to 2 years.",4.6
77,SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black,"₹49,770",1400 RPM Max Speed3 Years Warranty on Product and 10 Years Warranty on Motor from Samsung,4.4
78,Motorola 10.5 kg 5 Star Smart Wi-Fi Enabled Inverter Technology Fully Automatic Front Load with In-bui...,"₹27,990",1400 rpm Max Speed5 Star Rating2 Years Comprehensive and 10 Years on Motor From Motorola,3.9
79,"Whirlpool 7.5 kg Magic Clean 5 Star Semi Automatic Top Load Washing Machine Black, Grey","₹11,490",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor,4.1
80,BOSCH 8 kg 1400RPM Fully Automatic Front Load Washing Machine Silver,"₹39,430",1400 RPM Max Speed5 Star Rating2 Years Comprehensive Warranty and 12 Years on Motor from Bosch,4.4
81,LG 9 kg Fully Automatic Front Load Washing Machine with In-built Heater Black,"₹45,990",1400 RPM Max Speed5 Star Rating1 Years Comprehensive and 10 Years on Motor From LG,4.4
82,LG 8 kg AI Direct Drive Technology Fully Automatic Front Load Washing Machine with In-built Heater Bla...,"₹42,990",1200 RPM Max Speed5 Star Rating2 Years Warranty on Product and 10 Years on Motor,4.5
83,SAMSUNG 16 kg Fully Automatic Top Load Washing Machine Black,"₹47,000","700 rpm Max Speed5 Star RatingFor all Fully Automatic Washing Machines with Digital Inverter Motors, sold on or after 1st Dec 2022 (All Fully Automatic Front Load Washing Machine and Top Load Washing Machine) the Warranty period on the Digital Inverter Motor shall be revised from 10 years to 20 years and Comprehensive Product Warranty shall be revised from 3 years to 2 years.",4.1
84,"Whirlpool 7 kg Magic Clean 5 Star Semi Automatic Top Load Washing Machine Black, Grey","₹10,240",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor,5
85,"LG 8 kg Semi Automatic Top Load Washing Machine Grey, White","₹15,869",1350 RPM Max Speed5 Star Rating2 Years Comprehensive and 5 Years on Motor From LG,4.5
86,TOSHIBA 9 kg Fully Automatic Front Load Washing Machine with In-built Heater Silver,"₹45,990",1400 rpm Max Speed5 Star Rating2 Years Warranty on Product and 10 Years on Motor,4.1
87,LG 12 kg with Steam and Smart Diagnosis Fully Automatic Top Load Washing Machine with In-built Heater ...,"₹47,490",700 rpm Max Speed2 Years Comprehensive and 10 Years on Motor from LG,4.1
88,LG 8 kg Semi Automatic Top Load Washing Machine Black,"₹16,999",1200 rpm Max Speed5 Star Rating2 Years Warranty on Product and 5 Years Warranty On Wash Motor,4.1
89,realme TechLife 6 kg 5 Star Power Clean Fully Automatic Front Load Washing Machine with In-built Heate...,"₹18,990",1000 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from realme TechLife,4.3
90,"SAMSUNG 9 kg 5 Star, Eco Bubble Technology with Super Speed, AI Control , Wi-Fi, Digital Inverter Moto...","₹44,000","1400 rpm Max Speed5 Star RatingFor all Fully Automatic Washing Machines with Digital Inverter Motors, sold on or after 1st Dec 2022 (All Fully Automatic Front Load Washing Machine and Top Load Washing Machine) the Warranty period on the Digital Inverter Motor shall be revised from 10 years to 20 years and Comprehensive Product Warranty shall be revised from 3 years to 2 years.",4.4
91,LG 8 kg Fully Automatic Front Load Washing Machine Black,"₹37,599",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty and 10 Years on Motor From LG,4.4
92,SAMSUNG 7 kg Fully Automatic Front Load Washing Machine Black,"₹43,000","1200 rpm Max Speed5 Star RatingFor all Fully Automatic Washing Machines with Digital Inverter Motors, sold on or after 1st Dec 2022 (All Fully Automatic Front Load Washing Machine and Top Load Washing Machine) the Warranty period on the Digital Inverter Motor shall be revised from 10 years to 20 years and Comprehensive Product Warranty shall be revised from 3 years to 2 years.",5
93,Panasonic 7 kg Fully Automatic Front Load Washing Machine with In-built Heater Silver,"₹45,000",1400 RPM Max Speed5 Star Rating2 Years On Product and 10 Years on Motor,3.4
94,"LG 7 kg Semi Automatic Top Load Washing Machine White, Blue","₹13,589",1350 RPM Max Speed5 Star Rating2 Years Comprehensive and 5 Years on Motor From LG,4.3
95,MOTOROLA 10.5 kg Smart Wi-Fi Enabled Steam Wash Inverter Technology Fully Automatic Front Load Washing...,"₹28,990",1400 rpm Max Speed5 Star Rating2 Years Comprehensive and 10 Years on Motor From Motorola,4.6
96,IFB 9 kg Fully Automatic Front Load Washing Machine with In-built Heater Brown,"₹43,900","1400 rpm Max Speed5 Star Rating4 Years Warranty on Product, 10 Years Warranty on Spare Parts Support and 10 Years Warranty on Motor",4.4
97,LG 9 kg AI Direct Drive Technology Fully Automatic Front Load Washing Machine Silver,"₹44,990",1400 RPM Max Speed5 Star Rating2 y Manufacturer Warranty,3.9
98,realme TechLife 7 kg 5 Star Power Clean Fully Automatic Front Load Washing Machine with In-built Heate...,"₹21,490",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from realme TechLife,4.1
99,realme TechLife 7 kg 5 Star Power Clean Fully Automatic Front Load Washing Machine with In-built Heate...,"₹20,990",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from realme TechLife,4.4
100,SAMSUNG 7 kg Fully Automatic Front Load Washing Machine Black,"₹37,990","1200 RPM Max Speed5 Star RatingFor all Fully Automatic Washing Machines with Digital Inverter Motors, sold on or after 1st Dec 2022 (All Fully Automatic Front Load Washing Machine and Top Load Washing Machine) the Warranty period on the Digital Inverter Motor shall be revised from 10 years to 20 years and Comprehensive Product Warranty shall be revised from 3 years to 2 years.",4.4
101,SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black,"₹49,770",1400 RPM Max Speed3 Years Warranty on Product and 10 Years Warranty on Motor from Samsung,4.5
102,Motorola 10.5 kg 5 Star Smart Wi-Fi Enabled Inverter Technology Fully Automatic Front Load with In-bui...,"₹27,990",1400 rpm Max Speed5 Star Rating2 Years Comprehensive and 10 Years on Motor From Motorola,4.1
103,"Whirlpool 7.5 kg Magic Clean 5 Star Semi Automatic Top Load Washing Machine Black, Grey","₹11,490",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor,4.3
104,BOSCH 8 kg 1400RPM Fully Automatic Front Load Washing Machine Silver,"₹39,430",1400 RPM Max Speed5 Star Rating2 Years Comprehensive Warranty and 12 Years on Motor from Bosch,4
105,LG 9 kg Fully Automatic Front Load Washing Machine with In-built Heater Black,"₹45,990",1400 RPM Max Speed5 Star Rating1 Years Comprehensive and 10 Years on Motor From LG,4.1
106,LG 8 kg AI Direct Drive Technology Fully Automatic Front Load Washing Machine with In-built Heater Bla...,"₹42,990",1200 RPM Max Speed5 Star Rating2 Years Warranty on Product and 10 Years on Motor,4.1
107,SAMSUNG 16 kg Fully Automatic Top Load Washing Machine Black,"₹47,000","700 rpm Max Speed5 Star RatingFor all Fully Automatic Washing Machines with Digital Inverter Motors, sold on or after 1st Dec 2022 (All Fully Automatic Front Load Washing Machine and Top Load Washing Machine) the Warranty period on the Digital Inverter Motor shall be revised from 10 years to 20 years and Comprehensive Product Warranty shall be revised from 3 years to 2 years.",4.1
108,"Whirlpool 7 kg Magic Clean 5 Star Semi Automatic Top Load Washing Machine Black, Grey","₹10,240",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor,4.3
109,"LG 8 kg Semi Automatic Top Load Washing Machine Grey, White","₹15,869",1350 RPM Max Speed5 Star Rating2 Years Comprehensive and 5 Years on Motor From LG,4.4
110,TOSHIBA 9 kg Fully Automatic Front Load Washing Machine with In-built Heater Silver,"₹45,990",1400 rpm Max Speed5 Star Rating2 Years Warranty on Product and 10 Years on Motor,4.1
111,LG 12 kg with Steam and Smart Diagnosis Fully Automatic Top Load Washing Machine with In-built Heater ...,"₹47,490",700 rpm Max Speed2 Years Comprehensive and 10 Years on Motor from LG,4.1
112,LG 8 kg Semi Automatic Top Load Washing Machine Black,"₹16,999",1200 rpm Max Speed5 Star Rating2 Years Warranty on Product and 5 Years Warranty On Wash Motor,4.1
113,realme TechLife 6 kg 5 Star Power Clean Fully Automatic Front Load Washing Machine with In-built Heate...,"₹18,990",1000 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from realme TechLife,4.3
114,"SAMSUNG 9 kg 5 Star, Eco Bubble Technology with Super Speed, AI Control , Wi-Fi, Digital Inverter Moto...","₹44,000","1400 rpm Max Speed5 Star RatingFor all Fully Automatic Washing Machines with Digital Inverter Motors, sold on or after 1st Dec 2022 (All Fully Automatic Front Load Washing Machine and Top Load Washing Machine) the Warranty period on the Digital Inverter Motor shall be revised from 10 years to 20 years and Comprehensive Product Warranty shall be revised from 3 years to 2 years.",4.4
115,LG 8 kg Fully Automatic Front Load Washing Machine Black,"₹37,599",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty and 10 Years on Motor From LG,4.4
116,SAMSUNG 7 kg Fully Automatic Front Load Washing Machine Black,"₹43,000","1200 rpm Max Speed5 Star RatingFor all Fully Automatic Washing Machines with Digital Inverter Motors, sold on or after 1st Dec 2022 (All Fully Automatic Front Load Washing Machine and Top Load Washing Machine) the Warranty period on the Digital Inverter Motor shall be revised from 10 years to 20 years and Comprehensive Product Warranty shall be revised from 3 years to 2 years.",4.4
117,Panasonic 7 kg Fully Automatic Front Load Washing Machine with In-built Heater Silver,"₹45,000",1400 RPM Max Speed5 Star Rating2 Years On Product and 10 Years on Motor,5
118,"LG 7 kg Semi Automatic Top Load Washing Machine White, Blue","₹13,589",1350 RPM Max Speed5 Star Rating2 Years Comprehensive and 5 Years on Motor From LG,4.3
119,MOTOROLA 10.5 kg Smart Wi-Fi Enabled Steam Wash Inverter Technology Fully Automatic Front Load Washing...,"₹28,990",1400 rpm Max Speed5 Star Rating2 Years Comprehensive and 10 Years on Motor From Motorola,4.3
120,LG 7 kg 5 star AI Direct Drive Washer with Steam and ThinQ WiFi Fully Automatic Front Load Washing Mac...,"₹34,990",1200 rpm Max Speed5 Star Rating2 Years Comprehensive on Product and 10 Years Warranty on Motor T&C,4.4
121,LG 10 kg AI Direct Drive Technology Fully Automatic Top Load Washing Machine Grey,"₹27,490",700 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor,4.4
122,Motorola 10.5 kg 5 Star Smart Wi-Fi Enabled Inverter Technology Fully Automatic Front Load with In-bui...,"₹27,990",1400 rpm Max Speed5 Star Rating2 Years Comprehensive and 10 Years on Motor From Motorola,4.3
123,realme TechLife 7 kg 5 Star Power Clean Fully Automatic Front Load Washing Machine with In-built Heate...,"₹20,990",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from realme TechLife,4.3
124,"IFB 9 kg 2X Power Dual Steam, Hard Water Wash, Active Color Protection 4 years Comprehensive Warranty ...","₹41,490","1400 rpm Max Speed5 Star Rating4 Years Comprehensive Warranty, 10 Years Motor Warranty, 10 Years Spares Support",4.7
125,LG 9 kg AI Direct Drive Technology Fully Automatic Front Load Washing Machine with In-built Heater Bla...,"₹44,990",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor,3.8
126,LG 6.5 kg Fully Automatic Front Load Washing Machine with In-built Heater Silver,"₹31,888",1000 RPM Max Speed5 Star Rating2 Years Comprehensive Warranty and 10 Years Warranty on Motor from LG,4.5
127,"IFB 8.5 kg Steam Wash, Pet Hair Removal, O2 Bubble Wash and 95 C Hygiene Wash Fully Automatic Front Lo...","₹42,490","1400 rpm Max Speed5 Star Rating4 Years Complete Machine Warranty, 10 Years Motor Warranty and 10 Years Spare Part Support from IFB",4.1
128,realme TechLife 7 kg 5 Star Power Clean Fully Automatic Front Load Washing Machine with In-built Heate...,"₹21,490",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from realme TechLife,4.1
129,realme TechLife 6 kg 5 Star Power Clean Fully Automatic Front Load Washing Machine with In-built Heate...,"₹18,990",1000 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from realme TechLife,3.5
130,Panasonic 6 kg Fully Automatic Front Load Washing Machine with In-built Heater Grey,"₹28,550",1000 RPM Max Speed5 Star Rating2 Years Comprehensive Warranty and 10 Years Warranty on Motor from Panasonic,4.5
131,LG 9 kg Fully Automatic Front Load Washing Machine with In-built Heater Black,"₹44,998",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor,4.1
132,MOTOROLA 10.5 kg Smart Wi-Fi Enabled Steam Wash Inverter Technology Fully Automatic Front Load Washing...,"₹28,990",1400 rpm Max Speed5 Star Rating2 Years Comprehensive and 10 Years on Motor From Motorola,4.3
133,"Whirlpool 7.5 kg Magic Clean 5 Star Semi Automatic Top Load Washing Machine Black, Grey","₹11,490",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor,4.5
134,"SAMSUNG 9 kg 5 Star, Digital Inverter Motor, Hygiene Steam, Fully Automatic Front Load Washing Machine...","₹40,800","1400 rpm Max Speed5 Star RatingFor all Fully Automatic Washing Machines with Digital Inverter Motors, sold on or after 1st Dec 2022 (All Fully Automatic Front Load Washing Machine and Top Load Washing Machine) the Warranty period on the Digital Inverter Motor shall be revised from 10 years to 20 years and Comprehensive Product Warranty shall be revised from 3 years to 2 years.",4.3
135,LG 8 kg 5 Star with AI Direct Drive Washer with Steam Fully Automatic Front Load Washing Machine with ...,"₹37,790",1400 rpm Max Speed5 Star Rating2 Years Warranty on Product and 10 Years Warranty on Motor (T&C),4.3
136,LG 8 kg AI Direct Drive Technology Fully Automatic Front Load Washing Machine Black,"₹41,490",1400 RPM Max Speed5 Star Rating2 Years Warranty on Product and 10 Years on Motor,4.6
137,"BOSCH 6.5 kg Fully Automatic Front Load Washing Machine Black, Silver","₹32,389",1000 rpm Max Speed2 Years Comprehensive Warranty on Product and 10 Years on Motor from Bosch,4.7
138,"Whirlpool 7 kg Magic Clean 5 Star Semi Automatic Top Load Washing Machine Black, Grey","₹10,240",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor,4.1
139,"IFB 8 kg 5 Star 3D Wash System, Triadic Pulsator, Smart Sense 4 years Comprehensive Warranty? Fully Au...","₹23,990","720 rpm Max Speed5 Star Rating4 Years Comprehensive Warranty, 10 Years Motor Warranty, 10 Years Warranty Spares Support",4.5
140,LG 10 kg AI Direct Drive Technology Fully Automatic Top Load Washing Machine with In-built Heater Blac...,"₹33,999",700 RPM Max Speed5 Star Rating2 Years Comprehensive and 10 Years on Motor from LG,4.4
141,Panasonic 7 kg Fully Automatic Front Load Washing Machine with In-built Heater Silver,"₹31,499",1200 RPM Max Speed5 Star Rating2 Years Comprehensive Warranty from Panasonic,4.4
