,Product Name,Prices,Description,Review
142,IFB 8 kg 5 Star 9 Swirl AI Powered with Wi-Fi 4 years Comprehensive Warranty with 2x Power Steam Fully...,"₹47,490","1400 rpm Max Speed5 Star Rating4 Years Comprehensive Warranty on Product, 10 Years Warranty on Motor and 10 Years Spares Support",4.4
143,"IFB 9 kg Aqua Conserve Power Dual Steam, Inbuilt Heater 4 years Comprehensive Warranty Fully Automatic...","₹30,790","720 rpm Max Speed5 Star Rating4 Years Comprehensive Warranty on Product, 10 Years Warranty on Motor and 10 Years Spares Support",4.1
144,LG 6.5 kg AI Direct Drive Technology Fully Automatic Front Load Washing Machine White,"₹32,599",1200 RPM Max Speed5 Star Rating2 Years Warranty on Product,4.1
145,"SAMSUNG 7 kg AI Control, Wifi Enabled, 5 Star Rating Fully Automatic Front Load Washing Machine Grey","₹38,000",1200 rpm Max Speed5 Star Rating3 Years on Product and 10 Years on Motor from Samsung,4.4
146,LG 7 kg AI Direct Drive Technology Fully Automatic Front Load Washing Machine with In-built Heater Bla...,"₹34,390",1200 RPM Max Speed5 Star Rating2 Years Warranty on Product and 10 Years Warranty on Motor (T&C),4.2
147,BOSCH 8 kg 1200RPM Fully Automatic Front Load Washing Machine Silver,"₹35,500",1200 RPM Max Speed5 Star Rating2 year on product,4.1
148,realme TechLife 7 kg 5 Star Power Clean Fully Automatic Front Load Washing Machine with In-built Heate...,"₹20,990",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from realme TechLife,4.3
149,Motorola 10.5 kg 5 Star Smart Wi-Fi Enabled Inverter Technology Fully Automatic Front Load with In-bui...,"₹27,990",1400 rpm Max Speed5 Star Rating2 Years Comprehensive and 10 Years on Motor From Motorola,4.4
150,LG 7 kg AI Direct Drive Technology Fully Automatic Front Load Washing Machine with In-built Heater Bla...,"₹33,599",1200 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor T&C,4.4
151,BOSCH 8 kg 1200RPM Fully Automatic Front Load Washing Machine with In-built Heater Grey,"₹35,270",1200 RPM Max Speed5 Star Rating2 Years on Product and 12 Years on Motor from Bosch,3.8
152,realme TechLife 7 kg 5 Star Power Clean Fully Automatic Front Load Washing Machine with In-built Heate...,"₹21,490",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from realme TechLife,4.3
153,"Whirlpool 7 kg Magic Clean 5 Star Semi Automatic Top Load Washing Machine Black, Grey","₹10,240",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor,4.6
154,LG 7 kg Fully Automatic Front Load Washing Machine with In-built Heater Silver,"₹37,990",1200 RPM Max Speed5 Star Rating2 Years on Product and 10 Years on Motor from LG,4.7
155,Haier 8 kg Fully Automatic Front Load Washing Machine Silver,"₹38,990",1200 RPM Max Speed1 Years Warranty on Product and 12 Years on Motor,4.4
156,LG 8 kg Fully Automatic Front Load Washing Machine Black,"₹43,990",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty and 10 Years Warranty on the motor.,4.1
157,SAMSUNG 7 kg Fully Automatic Front Load Washing Machine White,"₹39,390","1200 rpm Max Speed5 Star RatingFor all Fully Automatic Washing Machines with Digital Inverter Motors, sold on or after 1st Dec 2022 (All Fully Automatic Front Load Washing Machine and Top Load Washing Machine) the Warranty period on the Digital Inverter Motor shall be revised from 10 years to 20 years and Comprehensive Product Warranty shall be revised from 3 years to 2 years.",4.5
158,"Whirlpool 7.5 kg Magic Clean 5 Star Semi Automatic Top Load Washing Machine Black, Grey","₹11,490",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor,4.4
159,"LG 8 kg Semi Automatic Top Load Washing Machine Grey, White","₹15,869",1350 RPM Max Speed5 Star Rating2 Years Comprehensive and 5 Years on Motor From LG,4
160,Haier 8 kg Fully Automatic Front Load Washing Machine with In-built Heater White,"₹42,500",1200 RPM Max Speed5 Star Rating1 Years Manufacturer Warranty,4.3
161,SAMSUNG 8 kg Fully Automatic Front Load Washing Machine White,"₹36,985",1400 rpm Max Speed5 Star Rating2 Years on Product and 10 Years on Motor from Samsung,4.5
162,realme TechLife 6 kg 5 Star Power Clean Fully Automatic Front Load Washing Machine with In-built Heate...,"₹18,990",1000 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from realme TechLife,4.1
163,"LG 7 kg Semi Automatic Top Load Washing Machine White, Blue","₹13,589",1350 RPM Max Speed5 Star Rating2 Years Comprehensive and 5 Years on Motor From LG,4.3
164,LG 6.5 kg 5 Star Fully Automatic Front Load Washing Machine with In-built Heater Silver,"₹33,680",1000 rpm Max Speed5 Star Rating2 Years on Product and 10 Years on Motor from LG,4.2
165,BOSCH 7 kg Fully Automatic Front Load Washing Machine with In-built Heater Grey,"₹41,871",1000 RPM Max Speed3 Star Rating2 Years Comprehensive Warranty and 12 Years on Motor from Bosch,4.5
166,LG 7 kg Steam Fully Automatic Front Load Washing Machine with In-built Heater White,"₹27,990",1200 RPM Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor T&C,4.1
167,LG 6.5 kg with Steam and Smart Diagnosis Fully Automatic Front Load Washing Machine with In-built Heat...,"₹25,990",1000 rpm Max Speed5 Star Rating2 Years Comprehensive and 10 Years on Motor from LG,4.1
168,realme TechLife 7 kg 5 Star Power Clean Fully Automatic Front Load Washing Machine with In-built Heate...,"₹21,490",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from realme TechLife,4.7
169,realme TechLife 7 kg 5 Star Power Clean Fully Automatic Front Load Washing Machine with In-built Heate...,"₹20,990",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from realme TechLife,4.1
170,LG 8 kg With Steam Fully Automatic Front Load Washing Machine with In-built Heater Silver,"₹35,989",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years on Motor,5
171,"Haier 7 kg 5 Star Super Drum Inverter Washing Machine Fully Automatic Front Load Black, White","₹29,990",1200 rpm Max Speed5 Star Rating5 Years Comprehensive Warranty on Product and 12 Years Warranty on Motor from Haier,4.1
172,Motorola 10.5 kg 5 Star Smart Wi-Fi Enabled Inverter Technology Fully Automatic Front Load with In-bui...,"₹27,990",1400 rpm Max Speed5 Star Rating2 Years Comprehensive and 10 Years on Motor From Motorola,4.3
173,"Whirlpool 7.5 kg Magic Clean 5 Star Semi Automatic Top Load Washing Machine Black, Grey","₹11,490",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor,4.3
174,"IFB 6.5 kg with Steam Wash, Aqua Energie, Anti-Allergen 4 years Comprehensive Warranty Fully Automatic...","₹32,850","1000 RPM Max Speed5 Star Rating4 Years Comprehensive Warranty, 10 Years Motor Warranty, 10 Years Spares Support",4.3
175,"IFB 8 kg with Steam Wash, Aqua Energie, Anti-Allergen 4 years Comprehensive Warranty Fully Automatic F...","₹39,350","1400 RPM Max Speed5 Star Rating4 Years Comprehensive Warranty, 10 Years Motor Warranty, 10 Years Spares Support",4.3
176,Godrej 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Silver,"₹32,490",1400 rpm Max Speed2 Years Warranty on Product and 10 Years on Motor,4.6
177,Whirlpool 7 kg Fully Automatic Front Load Washing Machine with In-built Heater Silver,"₹34,990","1200 RPM Max Speed5 Star Rating3 years on product,10 years on Motor Manufacturing Warranty.",4.1
178,"Whirlpool 7 kg Magic Clean 5 Star Semi Automatic Top Load Washing Machine Black, Grey","₹10,240",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor,4.4
179,"LG 8 kg Semi Automatic Top Load Washing Machine Grey, White","₹15,869",1350 RPM Max Speed5 Star Rating2 Years Comprehensive and 5 Years on Motor From LG,4.3
180,IFB 7 kg Fully Automatic Front Load Washing Machine with In-built Heater Brown,"₹35,990","1200 rpm Max Speed5 Star Rating4 Years Warranty on Product, 10 Years Warranty on Spare Parts Support and 10 Years Warranty on Motor",3.9
181,LG 8 kg With Steam Fully Automatic Front Load Washing Machine with In-built Heater Silver,"₹38,699",1400 rpm Max Speed5 Star Rating2 Years Comprehensive and 10 Years on Motor from LG,4.1
182,realme TechLife 6 kg 5 Star Power Clean Fully Automatic Front Load Washing Machine with In-built Heate...,"₹18,990",1000 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from realme TechLife,4.4
183,"LG 7 kg Semi Automatic Top Load Washing Machine White, Blue","₹13,589",1350 RPM Max Speed5 Star Rating2 Years Comprehensive and 5 Years on Motor From LG,4.5
184,Haier 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Silver,"₹35,951",1200 RPM Max Speed5 Star Rating5 Years Comprehensive Warranty on Product and 12 Years Warranty on Motor from Haier,4.1
185,LG 9 kg Fully Automatic Top Load Washing Machine Grey,"₹27,390",700 RPM Max Speed5 Star Rating2 Years Comprehensive and 10 Years on Motor from LG,4.4
186,SAMSUNG 10 kg Fully Automatic Top Load Washing Machine Brown,"₹30,500",700 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on the Product and 20 Years Warranty on the DIT Motor,4.3
187,"Hafele 7 kg Allergy Care, Smart Foam Control Fully Automatic Front Load Washing Machine with In-built ...","₹35,990",1200 rpm Max Speed1 Year Warranty on Product and 10 Years on Motor from Hafele,4.1
188,MOTOROLA 10.5 kg Smart Wi-Fi Enabled Steam Wash Inverter Technology Fully Automatic Front Load Washing...,"₹28,990",1400 rpm Max Speed5 Star Rating2 Years Comprehensive and 10 Years on Motor From Motorola,4.1
189,"IFB 8 kg 5 Star 3D Wash System, Triadic Pulsator, Smart Sense 4 years Comprehensive Warranty? Fully Au...","₹23,990","720 rpm Max Speed5 Star Rating4 Years Comprehensive Warranty, 10 Years Motor Warranty, 10 Years Warranty Spares Support",4.3
190,LG 7 kg Fully Automatic Front Load Washing Machine with In-built Heater Silver,"₹38,990",1200 rpm Max Speed5 Star Rating2 Years on Product and 10 Years on Motor from LG,4.1
191,LG 8 kg 5 Star Fully Automatic Front Load Washing Machine with In-built Heater Silver,"₹39,990",1400 rpm Max Speed5 Star Rating2 Years Comprehensive and 10 Years on Motor from LG,4.3
192,realme TechLife 7 kg 5 Star Power Clean Fully Automatic Front Load Washing Machine with In-built Heate...,"₹21,490",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from realme TechLife,4.5
193,realme TechLife 7 kg 5 Star Power Clean Fully Automatic Front Load Washing Machine with In-built Heate...,"₹20,990",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from realme TechLife,4.3
194,SAMSUNG 7 kg Fully Automatic Front Load Washing Machine Grey,"₹33,000",1200 rpm Max Speed5 Star Rating2 Years on Product and 10 Years on Motor from Samsung,4.1
195,"IFB 8 kg 5 Star 2X Power Steam,Hard Water Wash Fully Automatic Front Load Washing Machine with In-buil...","₹38,100","1200 RPM Max Speed5 Star Rating4year complete, 10year motor",4.4
196,SAMSUNG 10 kg Fully Automatic Top Load Washing Machine with In-built Heater Black,"₹31,500",700 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 20 Years Warranty on DIT Motor,4.4
197,Panasonic 8 kg Fully Automatic Top Load Washing Machine with In-built Heater Grey,"₹31,300",702 RPM Max Speed5 Star Rating2 YEAR WARRANTY,4.1
198,Motorola 10.5 kg 5 Star Smart Wi-Fi Enabled Inverter Technology Fully Automatic Front Load with In-bui...,"₹27,990",1400 rpm Max Speed5 Star Rating2 Years Comprehensive and 10 Years on Motor From Motorola,4.3
199,"Whirlpool 7.5 kg Magic Clean 5 Star Semi Automatic Top Load Washing Machine Black, Grey","₹11,490",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor,4.2
200,"BOSCH 6 kg Fully Automatic Front Load Washing Machine Black, Silver","₹27,500",1000 rpm Max Speed2 Years Comprehensive Warranty on Product and 10 Years on Motor from Bosch,4.3
201,"IFB 6.5 kg with Steam Wash, Aqua Energie, Anti-Allergen 4 years Comprehensive Warranty Fully Automatic...","₹30,300","1000 RPM Max Speed5 Star Rating4 Years Comprehensive Warranty, 10 Years Motor Warranty, 10 Years Spares Support",4.7
202,"Whirlpool 7 kg Magic Clean 5 Star Semi Automatic Top Load Washing Machine Black, Grey","₹10,240",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor,4.2
203,"LG 8 kg Semi Automatic Top Load Washing Machine Grey, White","₹15,869",1350 RPM Max Speed5 Star Rating2 Years Comprehensive and 5 Years on Motor From LG,4.4
204,IFB 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Brown,"₹37,122","1200 rpm Max Speed5 Star Rating4 Years Warranty on Product, 10 Years Warranty on Spare Parts Support and 10 Years Warranty on Motor",4.3
205,LG 7 kg Fully Automatic Front Load Washing Machine with In-built Heater Black,"₹37,740",1200 RPM Max Speed5 Star Rating4,4.4
206,IFB 12 kg Fully Automatic Top Load Washing Machine with In-built Heater Grey,"₹35,990",720 RPM Max Speed5 Star Rating4 Years Super Warranty + 10 Years Spare Parts Support + 10 Years Motor Warranty,4.1
207,"IFB 7 kg 5 Star 2X Power Steam,Hard Water Wash 4 years Comprehensive Warranty Fully Automatic Front Lo...","₹35,490","1200 rpm Max Speed5 Star Rating4 Years Warranty on Product, 10 Years Warranty on Motor, and 10 Years Warranty on Spare Part Support",4.1
208,LG 8 kg Semi Automatic Top Load Washing Machine Black,"₹16,999",1200 rpm Max Speed5 Star Rating2 Years Warranty on Product and 5 Years Warranty On Wash Motor,4.2
209,realme TechLife 6 kg 5 Star Power Clean Fully Automatic Front Load Washing Machine with In-built Heate...,"₹18,990",1000 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from realme TechLife,4.2
210,IFB 12 kg Fully Automatic Top Load Washing Machine with In-built Heater Blue,"₹37,660",720 RPM Max Speed5 Star Rating4 Years Super Warranty + 10 Years Spare Parts Support + 10 Years Motor Warranty,4.4
211,IFB 8 kg Steam Wash 4 years Comprehensive Warranty Fully Automatic Front Load Washing Machine with In-...,"₹36,490","1200 rpm Max Speed5 Star Rating4 Years Comprehensive Warranty, 10 Years Motor Warranty, 10 Years Spares Support",4.2
212,"LG 7 kg Semi Automatic Top Load Washing Machine White, Blue","₹13,589",1350 RPM Max Speed5 Star Rating2 Years Comprehensive and 5 Years on Motor From LG,4.3
213,MOTOROLA 10.5 kg Smart Wi-Fi Enabled Steam Wash Inverter Technology Fully Automatic Front Load Washing...,"₹28,990",1400 rpm Max Speed5 Star Rating2 Years Comprehensive and 10 Years on Motor From Motorola,4.1
214,LG 7 kg 5 Star Fully Automatic Front Load Washing Machine with In-built Heater Silver,"₹31,990",1200 rpm Max Speed5 Star Rating2 Years on Product and 10 Years on Motor from LG,4.3
215,"IFB 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, White","₹33,990","1200 rpm Max Speed5 Star Rating4 Years Comprehensive Warranty on Product, 10 Years Motor Warranty, 10 Years Spares Support",4
216,IFB 7 kg Fully Automatic Front Load Washing Machine Silver,"₹34,686",1000 RPM Max Speed5 Star Rating4 Years Super Warranty + 10 Years Spare Parts Support + 10 Years Motor Warranty,4.3
217,Panasonic 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Grey,"₹37,999","1400 RPM Max Speed5 Star Rating2 years on product, 8 years on motor",4.1
218,realme TechLife 7 kg 5 Star Power Clean Fully Automatic Front Load Washing Machine with In-built Heate...,"₹21,490",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from realme TechLife,4.3
219,realme TechLife 7 kg 5 Star Power Clean Fully Automatic Front Load Washing Machine with In-built Heate...,"₹20,990",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from realme TechLife,4.3
220,BOSCH 7.5 kg 1200RPM Fully Automatic Front Load Washing Machine with In-built Heater Silver,"₹38,990","1200 RPM Max Speed5 Star Rating2 Years on Product, 12 Years on Motor",4.2
221,Siemens 7 kg Fully Automatic Front Load Washing Machine White,"₹34,300",1200 RPM Max Speed2 Years Warranty on Product and 10 Years on Motor,4.3
222,"Whirlpool 7 kg Magic Clean 5 Star Semi Automatic Top Load Washing Machine Black, Grey","₹10,240",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor,4.1
223,Motorola 10.5 kg 5 Star Smart Wi-Fi Enabled Inverter Technology Fully Automatic Front Load with In-bui...,"₹27,990",1400 rpm Max Speed5 Star Rating2 Years Comprehensive and 10 Years on Motor From Motorola,4.3
224,Haier 7 kg Fully Automatic Front Load Washing Machine with In-built Heater Silver,"₹35,790","1200 RPM Max Speed5 Star Rating2 years on product, 12 years on motor",4.2
225,"SAMSUNG 7 kg Fully Automatic Front Load Washing Machine Black, White","₹35,490","1400 RPM Max Speed5 Star RatingFor all Fully Automatic Washing Machines with Digital Inverter Motors, sold on or after 1st Dec 2022 (All Fully Automatic Front Load Washing Machine and Top Load Washing Machine) the Warranty period on the Digital Inverter Motor shall be revised from 10 years to 20 years and Comprehensive Product Warranty shall be revised from 3 years to 2 years.",4.6
226,BOSCH 7 kg 1200RPM Fully Automatic Front Load Washing Machine with In-built Heater White,"₹31,750",1200 RPM Max Speed2 Years Comprehensive Warranty and 12 Years motor,4.4
227,TOSHIBA 8 kg Fully Automatic Front Load Washing Machine with In-built Heater White,"₹36,990",1200 rpm Max Speed5 Star Rating2 Years Warranty on Product and 10 Years on Motor,4.4
228,"Whirlpool 7.5 kg Magic Clean 5 Star Semi Automatic Top Load Washing Machine Black, Grey","₹11,490",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor,4.4
229,realme TechLife 6 kg 5 Star Power Clean Fully Automatic Front Load Washing Machine with In-built Heate...,"₹18,990",1000 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from realme TechLife,4.3
230,LG 8 kg Fully Automatic Front Load Washing Machine Silver,"₹38,699",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty and 10 Years on Motor From LG,4.3
231,"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine Black, White","₹38,600","1400 RPM Max Speed5 Star RatingFor all Fully Automatic Washing Machines with Digital Inverter Motors, sold on or after 1st Dec 2022 (All Fully Automatic Front Load Washing Machine and Top Load Washing Machine) the Warranty period on the Digital Inverter Motor shall be revised from 10 years to 20 years and Comprehensive Product Warranty shall be revised from 3 years to 2 years.",4.1
232,MOTOROLA 10.5 kg Smart Wi-Fi Enabled Steam Wash Inverter Technology Fully Automatic Front Load Washing...,"₹28,990",1400 rpm Max Speed5 Star Rating2 Years Comprehensive and 10 Years on Motor From Motorola,4.1
233,"IFB 8 kg 5 Star 3D Wash System, Triadic Pulsator, Smart Sense 4 years Comprehensive Warranty? Fully Au...","₹23,990","720 rpm Max Speed5 Star Rating4 Years Comprehensive Warranty, 10 Years Motor Warranty, 10 Years Warranty Spares Support",4.3
234,SAMSUNG 6.5 kg Fully Automatic Front Load Washing Machine Silver,"₹35,000","1200 rpm Max Speed5 Star RatingFor all Fully Automatic Washing Machines with Digital Inverter Motors, sold on or after 1st Dec 2022 (All Fully Automatic Front Load Washing Machine and Top Load Washing Machine) the Warranty period on the Digital Inverter Motor shall be revised from 10 years to 20 years and Comprehensive Product Warranty shall be revised from 3 years to 2 years.",4.3
235,Haier 8.5 kg Fully Automatic Top Load Washing Machine Gold,"₹36,550",800 rpm Max Speed2 Years Comprehensive Warranty and 10 Years Warranty on Motor From Haier,4.1
236,Haier 6.5 kg Fully Automatic Front Load Washing Machine with In-built Heater Grey,"₹29,620","1000 RPM Max Speed5 Star Rating2 years on product, 12 years on motor",4.3
237,"realme TechLife 7 kg 5 Star rating Semi Automatic Top Load Washing Machine White, Black","₹7,990",1400 RPM Max Speed5 Star Rating2 Years Comprehensive and 5 Years on Wash Motor,4.3
238,"STARSHINE 7.8 kg Semi Automatic Top Load Washing Machine White, Purple","₹9,134","1350 RPM Max Speed5 Star Rating1 year warranty on product, 5 year on wash motor",4.1
239,IFB 8 kg 5 Star 9 Swirl AI Powered with Wi-Fi 4 years Comprehensive Warranty with 2x Power Steam Fully...,"₹47,490","1400 rpm Max Speed5 Star Rating4 Years Comprehensive Warranty on Product, 10 Years Warranty on Motor and 10 Years Spares Support",4
240,"LG 8 kg Smart Inverter, Smart Motion, Combined with TurboDrum and 5 Star Rated, Middle Free Fully Auto...","₹19,990",700 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor (T&C),4.1
241,"BOSCH 6.5 kg Drive Motor, Anti Tangle, Anti Vibration Fully Automatic Front Load Washing Machine with ...","₹23,990","1000 rpm Max Speed5 Star Rating2 Years Comprehensive on Product , 12 Years on Motor",4.3
242,realme TechLife 7 kg 5 Star Power Clean Fully Automatic Front Load Washing Machine with In-built Heate...,"₹21,490",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from realme TechLife,4.6
243,realme TechLife 7 kg 5 Star Power Clean Fully Automatic Front Load Washing Machine with In-built Heate...,"₹20,990",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from realme TechLife,4.3
244,"realme TechLife 8.5 kg 5 Star rating Semi Automatic Top Load Washing Machine Grey, Black","₹9,990",1400 RPM Max Speed5 Star Rating2 Years Comprehensive and 5 Years on Wash Motor,4.3
245,Godrej 6.5 kg 5 Star With I-Wash Technology Washing Machine Fully Automatic Top Load Grey,"₹12,990",720 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor,4.1
246,SAMSUNG 6 kg Inverter 5 Star Hygiene Steam Fully Automatic Front Load Washing Machine with In-built He...,"₹23,490","1000 rpm Max Speed5 Star RatingFor all Fully Automatic Washing Machines with Digital Inverter Motors, sold on or after 1st Dec 2022 (All Fully Automatic Front Load Washing Machine and Top Load Washing Machine) the Warranty period on the Digital Inverter Motor shall be revised from 10 years to 20 years and Comprehensive Product Warranty shall be revised from 3 years to 2 years.",3.9
247,ONIDA 6.2 kg Fully Automatic Top Load Washing Machine Grey,"₹11,190","700 rpm Max Speed2 Years Comprehensive Warranty on Product, 5 Years Warranty on Motor",4.3
248,"Whirlpool 7 kg Magic Clean 5 Star Semi Automatic Top Load Washing Machine Black, Grey","₹10,240",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor,4.5
249,Motorola 10.5 kg 5 Star Smart Wi-Fi Enabled Inverter Technology Fully Automatic Front Load with In-bui...,"₹27,990",1400 rpm Max Speed5 Star Rating2 Years Comprehensive and 10 Years on Motor From Motorola,4
250,"MarQ by Flipkart 7 kg 5 Star rating Semi Automatic Top Load Washing Machine Blue, White","₹7,390",1350 rpm Max Speed5 Star Rating2 Years Comprehensive and 5 Years on Wash Motor from MarQ by Flipkart,4.4
251,Whirlpool 7.5 kg Fully Automatic Top Load Washing Machine with In-built Heater Grey,"₹17,990",740 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 5 Years Additional Warranty on Motor,4.1
252,"Whirlpool 7.5 kg Magic Clean 5 Star Semi Automatic Top Load Washing Machine Black, Grey","₹11,490",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor,4.1
253,realme TechLife 6 kg 5 Star Power Clean Fully Automatic Front Load Washing Machine with In-built Heate...,"₹18,990",1000 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from realme TechLife,4.4
254,"SAMSUNG 7 kg 5 star, Ecobubble Technology, Wi-Fi, Digital Inverter Fully Automatic Top Load Washing Ma...","₹18,790",700 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 20 Years Warranty on DIT Motor,4.3
255,"SAMSUNG 8 kg 5 star, Ecobubble, Digital Inverter Fully Automatic Top Load Washing Machine Grey","₹19,990","700 rpm Max Speed5 Star RatingFor all Fully Automatic Washing Machines with Digital Inverter Motors, sold on or after 1st Dec 2022 (All Fully Automatic Front Load Washing Machine and Top Load Washing Machine) the Warranty period on the Digital Inverter Motor shall be revised from 10 years to 20 years and Comprehensive Product Warranty shall be revised from 3 years to 2 years.",4.1
256,"IFB 6 kg Steam Wash, Hard Water Wash, Active Color Protection 4 years Comprehensive Warranty Fully Aut...","₹21,990","800 rpm Max Speed5 Star Rating4 Years Comprehensive Warranty, 10 Years Motor Warranty, 10 Years Spares Support",4.3
257,"MarQ by Flipkart 7.5 kg 5 Star Rating Semi Automatic Top Load Washing Machine White, Grey","₹7,990",1400 RPM Max Speed5 Star Rating2 Years Comprehensive and 5 Years on Wash Motor,4.2
258,MOTOROLA 10.5 kg Smart Wi-Fi Enabled Steam Wash Inverter Technology Fully Automatic Front Load Washing...,"₹28,990",1400 rpm Max Speed5 Star Rating2 Years Comprehensive and 10 Years on Motor From Motorola,4.2
259,"IFB 8 kg 5 Star 3D Wash System, Triadic Pulsator, Smart Sense 4 years Comprehensive Warranty? Fully Au...","₹23,990","720 rpm Max Speed5 Star Rating4 Years Comprehensive Warranty, 10 Years Motor Warranty, 10 Years Warranty Spares Support",4.4
260,"realme TechLife 7.5 kg 5 Star Rating Semi Automatic Top Load Washing Machine Black, Grey","₹8,690",1400 RPM Max Speed5 Star Rating2 Years Comprehensive and 5 Years on Wash Motor,4.3
261,LG 7.5 kg Fully Automatic Top Load Washing Machine Grey,"₹18,990",700 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor,4.6
262,"STARSHINE 7.8 kg Semi Automatic Top Load Washing Machine White, Purple","₹9,134","1350 RPM Max Speed5 Star Rating1 year warranty on product, 5 year on wash motor",4.3
263,IFB 8 kg 5 Star 9 Swirl AI Powered with Wi-Fi 4 years Comprehensive Warranty with 2x Power Steam Fully...,"₹47,490","1400 rpm Max Speed5 Star Rating4 Years Comprehensive Warranty on Product, 10 Years Warranty on Motor and 10 Years Spares Support",4.4
264,"SAMSUNG 8.5 kg 5 star,Air Turbo Drying Semi Automatic Top Load Washing Machine Black, Grey","₹13,990",1300 rpm Max Speed5 Star Rating1 Year Comprehensive Warranty on Product,4.1
265,"LG 7 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey","₹29,990",1200 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor T&C,3.9
266,"Haier 6.5 kg 5 Star Oceanus Wave Drum Washing Machine Fully Automatic Top Load Brown, Grey","₹12,990",800 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from Haier,4.1
267,LG 6.5 kg with Smart Diagnosis and Smart Inverter Fully Automatic Top Load Washing Machine Silver,"₹16,490",700 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from LG,4.5
268,realme TechLife 7 kg 5 Star Power Clean Fully Automatic Front Load Washing Machine with In-built Heate...,"₹20,990",1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from realme TechLife,4.3
269,Motorola 10.5 kg 5 Star Smart Wi-Fi Enabled Inverter Technology Fully Automatic Front Load with In-bui...,"₹27,990",1400 rpm Max Speed5 Star Rating2 Years Comprehensive and 10 Years on Motor From Motorola,4.4
